,umpire,favor_by_ump_sum,num_games,team,temp_team
2859,Chris Segal,1.24,17,SF,SF
2860,Mike Estabrook,1.24,18,TB,TB
2861,Jerry Meals,1.24,8,BAL,BAL
2862,Mike Everitt,1.24,11,MIA,MIA
2863,Marty Foster,1.24,17,MIN,MIN
2864,Jeff Kellogg,1.24,11,KC,KC
2865,Tim Timmons,1.24,11,CHC,CHC
2866,Lance Barksdale,1.24,16,LAD,LAD
2867,Brian Walsh,1.24,4,CIN,CIN
2868,Nate Tomlinson,1.24,6,STL,STL
2869,David Rackley,1.25,16,TEX,TEX
2870,Mike Estabrook,1.25,23,WSH,WSH
2871,Ramon De Jesus,1.25,12,STL,STL
2872,David Rackley,1.25,21,LAA,LAA
2873,Nick Mahrley,1.25,11,MIN,MIN
2874,Bill Welke,1.26,11,TEX,TEX
2875,Paul Schrieber,1.26,3,NYM,NYM
2876,Sean Barber,1.26,15,BOS,BOS
2877,Shane Livensparger,1.26,11,BOS,BOS
2878,Jansen Visconti,1.26,13,KC,KC
2879,Stu Scheurwater,1.26,13,SEA,SEA
2880,Edwin Moscoso,1.26,13,TEX,TEX
2881,John Bacon,1.26,4,DET,DET
2882,Chris Segal,1.27,13,COL,COL
2883,Gerry Davis,1.27,6,NYM,NYM
2884,Cory Blaser,1.27,21,ATL,ATL
2885,Stu Scheurwater,1.27,15,LAA,LAA
2886,Greg Gibson,1.27,9,ATL,ATL
2887,Nestor Ceja,1.27,15,BAL,BAL
2888,Jim Wolf,1.28,16,SF,SF
2889,Jeremie Rehak,1.28,10,AZ,AZ
2890,Roberto Ortiz,1.28,13,MIN,MIN
2891,Shane Livensparger,1.28,10,COL,COL
2892,Junior Valentine,1.28,11,CWS,CWS
2893,Alex MacKay,1.28,6,NYM,NYM
2894,Adam Beck,1.28,6,NYY,NYY
2895,Brennan Miller,1.28,11,CIN,CIN
2896,Marty Foster,1.29,16,NYM,NYM
2897,Mike Muchlinski,1.29,23,AZ,AZ
2898,Clint Vondrak,1.29,10,HOU,HOU
2899,Jeremie Rehak,1.3,18,LAD,LAD
2900,John Bacon,1.3,8,CLE,CLE
2901,Derek Thomas,1.3,4,DET,DET
2902,John Bacon,1.3,7,ATH,ATH
2903,Jim Joyce,1.31,2,PHI,PHI
2904,Jeff Kellogg,1.31,7,LAD,LAD
2905,Jeff Kellogg,1.31,9,MIL,MIL
2906,Brennan Miller,1.31,10,PHI,PHI
2907,Brian Knight,1.32,9,MIN,MIN
2908,Gabe Morales,1.32,25,BOS,BOS
2909,Bill Miller,1.32,20,WSH,WSH
2910,Ron Kulpa,1.32,17,DET,DET
2911,Junior Valentine,1.32,9,CLE,CLE
2912,Ben May,1.33,20,STL,STL
2913,Mike Winters,1.33,5,BAL,BAL
2914,Jim Reynolds,1.33,19,BAL,BAL
2915,Toby Basner,1.33,2,LAA,LAA
2916,Jeremie Rehak,1.33,17,DET,DET
2917,Shane Livensparger,1.33,11,TEX,TEX
2918,Erich Bacchus,1.33,9,CIN,CIN
2919,Mark Carlson,1.34,21,TOR,TOR
2920,Paul Emmel,1.34,18,COL,COL
2921,Chad Whitson,1.34,16,MIN,MIN
2922,Nate Tomlinson,1.34,7,MIL,MIL
2923,Jeremy Riggs,1.34,2,HOU,HOU
2924,Derek Thomas,1.34,4,MIA,MIA
2925,Jim Joyce,1.34,2,BAL,BAL
2926,Joe West,1.35,19,TOR,TOR
2927,Paul Schrieber,1.35,3,WSH,WSH
2928,Ryan Blakney,1.36,20,SF,SF
2929,Paul Emmel,1.36,9,ATH,ATH
2930,D.J. Reyburn,1.36,28,PHI,PHI
2931,Sean Barber,1.36,13,HOU,HOU
2932,Chad Whitson,1.36,18,ATL,ATL
2933,Tom Hallion,1.36,9,DET,DET
2934,Clint Vondrak,1.36,8,SF,SF
2935,Paul Clemons,1.36,4,LAD,LAD
2936,Eric Cooper,1.37,11,PIT,PIT
2937,Gabe Morales,1.37,18,STL,STL
2938,Quinn Wolcott,1.37,15,PIT,PIT
2939,Erich Bacchus,1.37,8,TEX,TEX
2940,Tyler Jones,1.37,1,KC,KC
2941,Ryan Additon,1.38,23,TOR,TOR
2942,Adam Hamari,1.39,18,MIL,MIL
2943,Clint Fagan,1.39,4,NYY,NYY
2944,Jeff Nelson,1.4,13,TOR,TOR
2945,Dan Bellino,1.4,17,MIA,MIA
2946,Joe West,1.4,14,MIN,MIN
2947,Will Little,1.4,14,SF,SF
2948,John Libka,1.4,13,ATL,ATL
2949,Chad Fairchild,1.41,18,KC,KC
2950,Lance Barrett,1.41,28,MIN,MIN
2951,Dale Scott,1.41,4,ATL,ATL
2952,Hunter Wendelstedt,1.41,17,MIA,MIA
2953,Ramon De Jesus,1.41,20,NYM,NYM
2954,Nestor Ceja,1.41,11,LAA,LAA
2955,Charlie Ramos,1.41,9,NYM,NYM
2956,Ryan Wills,1.41,10,SEA,SEA
2957,Brock Ballou,1.41,3,HOU,HOU
2958,Carlos Torres,1.42,21,SEA,SEA
2959,Clint Vondrak,1.42,8,AZ,AZ
2960,Angel Hernandez,1.43,13,ATH,ATH
2961,Vic Carapazza,1.43,19,AZ,AZ
2962,Dale Scott,1.43,3,COL,COL
2963,Gerry Davis,1.43,7,WSH,WSH
2964,Bruce Dreckman,1.43,13,WSH,WSH
2965,Bruce Dreckman,1.43,13,LAA,LAA
2966,Edwin Moscoso,1.43,10,CHC,CHC
2967,Clint Fagan,1.44,5,MIN,MIN
2968,Bob Davidson,1.44,4,MIN,MIN
2969,Nic Lentz,1.44,18,BAL,BAL
2970,Fieldin Culbreth,1.45,10,AZ,AZ
2971,Chris Segal,1.45,17,TOR,TOR
2972,Jim Wolf,1.45,22,BOS,BOS
2973,Dan Bellino,1.45,11,TEX,TEX
2974,Alex Tosi,1.45,11,SD,SD
2975,Edwin Jimenez,1.45,8,KC,KC
2976,Ryan Wills,1.45,8,SF,SF
2977,Will Little,1.46,13,TOR,TOR
2978,Alan Porter,1.46,21,NYY,NYY
2979,CB Bucknor,1.46,19,PIT,PIT
2980,Sam Holbrook,1.47,14,CHC,CHC
2981,Mike DiMuro,1.47,3,TOR,TOR
2982,Manny Gonzalez,1.47,20,SF,SF
2983,Toby Basner,1.47,3,WSH,WSH
2984,Cory Blaser,1.47,24,BAL,BAL
2985,Mike Everitt,1.47,10,KC,KC
2986,Mark Carlson,1.47,20,CLE,CLE
2987,Nick Mahrley,1.47,18,CWS,CWS
2988,Brennan Miller,1.47,9,CLE,CLE
2989,Alex Tosi,1.47,13,WSH,WSH
2990,John Hirschbeck,1.48,4,CIN,CIN
2991,Toby Basner,1.48,4,MIL,MIL
2992,Paul Nauert,1.48,12,PIT,PIT
2993,Adam Hamari,1.49,19,ATL,ATL
2994,Mike Everitt,1.49,13,NYM,NYM
2995,Ramon De Jesus,1.49,15,TOR,TOR
2996,Roberto Ortiz,1.49,11,LAA,LAA
2997,James Jean,1.49,3,BOS,BOS
2998,James Jean,1.49,1,CIN,CIN
2999,James Hoye,1.5,28,PIT,PIT
3000,Tim Timmons,1.5,13,ATH,ATH
3001,D.J. Reyburn,1.5,21,DET,DET
3002,Nate Tomlinson,1.5,6,NYM,NYM
3003,Manny Gonzalez,1.51,16,LAD,LAD
3004,Nick Mahrley,1.51,8,ATL,ATL
3005,John Bacon,1.51,7,AZ,AZ
3006,Joe West,1.52,17,CIN,CIN
3007,Jim Joyce,1.52,5,LAD,LAD
3008,Jim Joyce,1.52,3,KC,KC
3009,Paul Nauert,1.52,9,SEA,SEA
3010,Quinn Wolcott,1.52,14,BOS,BOS
3011,Lance Barrett,1.52,20,NYM,NYM
3012,Brennan Miller,1.52,5,DET,DET
3013,Ramon De Jesus,1.52,14,MIN,MIN
3014,Alex Tosi,1.52,9,MIL,MIL
3015,Gabe Morales,1.53,32,ATH,ATH
3016,D.J. Reyburn,1.53,19,SF,SF
3017,Adrian Johnson,1.53,17,MIA,MIA
3018,Jordan Baker,1.53,19,BAL,BAL
3019,Pat Hoberg,1.54,20,COL,COL
3020,Adrian Johnson,1.54,27,CHC,CHC
3021,Will Little,1.54,19,TB,TB
3022,Doug Eddings,1.55,22,CWS,CWS
3023,Hunter Wendelstedt,1.55,21,ATL,ATL
3024,Marvin Hudson,1.55,23,CWS,CWS
3025,Jerry Meals,1.55,14,LAA,LAA
3026,Ryan Additon,1.55,10,ATH,ATH
3027,Ryan Wills,1.55,12,CHC,CHC
3028,Alex MacKay,1.55,7,PIT,PIT
3029,Derek Thomas,1.55,3,SD,SD
3030,Jacob Metz,1.55,3,LAA,LAA
3031,Quinn Wolcott,1.56,25,STL,STL
3032,Mark Wegner,1.56,12,WSH,WSH
3033,Will Little,1.56,20,NYM,NYM
3034,Fieldin Culbreth,1.56,11,TB,TB
3035,Jim Reynolds,1.56,14,CLE,CLE
3036,Marvin Hudson,1.57,27,LAD,LAD
3037,Tim Welke,1.57,1,KC,KC
3038,Jeff Nelson,1.57,24,MIN,MIN
3039,Todd Tichenor,1.57,22,TOR,TOR
3040,Adrian Johnson,1.58,27,HOU,HOU
3041,Paul Nauert,1.58,6,TEX,TEX
3042,Stu Scheurwater,1.58,17,MIL,MIL
3043,Ryan Wills,1.58,10,COL,COL
3044,Will Little,1.59,21,MIL,MIL
3045,Chad Fairchild,1.59,19,TEX,TEX
3046,Mark Ripperger,1.6,23,SEA,SEA
3047,John Tumpane,1.6,17,TEX,TEX
3048,Jansen Visconti,1.6,14,LAD,LAD
3049,Malachi Moore,1.6,9,ATL,ATL
3050,Malachi Moore,1.6,9,KC,KC
3051,Bob Davidson,1.61,5,LAD,LAD
3052,Lance Barksdale,1.61,14,SF,SF
3053,John Hirschbeck,1.61,5,CHC,CHC
3054,John Tumpane,1.61,21,LAD,LAD
3055,Dana DeMuth,1.61,9,SEA,SEA
3056,Dan Merzel,1.61,9,DET,DET
3057,Alex Tosi,1.61,10,PIT,PIT
3058,Edwin Jimenez,1.61,5,SD,SD
3059,Emil Jimenez,1.61,5,SF,SF
3060,Hunter Wendelstedt,1.62,21,DET,DET
3061,Shane Livensparger,1.62,10,AZ,AZ
3062,Roberto Ortiz,1.62,23,MIA,MIA
3063,Laz Diaz,1.63,22,STL,STL
3064,Tom Hallion,1.63,12,ATH,ATH
3065,Junior Valentine,1.63,9,CHC,CHC
3066,Malachi Moore,1.63,5,DET,DET
3067,Clint Fagan,1.64,6,PIT,PIT
3068,Brennan Miller,1.64,12,PIT,PIT
3069,Jeremy Riggs,1.64,9,BAL,BAL
3070,Manny Gonzalez,1.65,26,TB,TB
3071,Alan Porter,1.65,17,SF,SF
3072,John Tumpane,1.66,20,SEA,SEA
3073,Fieldin Culbreth,1.66,11,NYM,NYM
3074,Ted Barrett,1.66,17,MIA,MIA
3075,Chris Guccione,1.66,23,CHC,CHC
3076,Andy Fletcher,1.66,19,MIA,MIA
3077,John Libka,1.66,14,SD,SD
3078,Emil Jimenez,1.66,8,CWS,CWS
3079,Austin Jones,1.66,2,TOR,TOR
3080,Tim Welke,1.67,2,SD,SD
3081,Tim Timmons,1.67,18,DET,DET
3082,Sam Holbrook,1.67,13,BAL,BAL
3083,Brian Gorman,1.67,8,KC,KC
3084,Jonathan Parra,1.67,2,CHC,CHC
3085,James Hoye,1.68,13,CHC,CHC
3086,John Tumpane,1.68,16,DET,DET
3087,John Hirschbeck,1.68,3,TEX,TEX
3088,John Hirschbeck,1.69,3,TOR,TOR
3089,Quinn Wolcott,1.69,17,CIN,CIN
3090,Carlos Torres,1.69,11,SD,SD
3091,Adam Beck,1.69,7,LAA,LAA
3092,Brock Ballou,1.69,3,TOR,TOR
3093,Jonathan Parra,1.69,3,NYY,NYY
3094,Willie Traynor,1.69,2,NYM,NYM
3095,Tripp Gibson,1.7,21,SF,SF
3096,Paul Schrieber,1.7,1,CLE,CLE
3097,Tim Timmons,1.7,14,BAL,BAL
3098,Junior Valentine,1.7,7,SEA,SEA
3099,Paul Schrieber,1.71,3,TEX,TEX
3100,Sam Holbrook,1.71,13,SD,SD
3101,Dana DeMuth,1.71,3,STL,STL
3102,Angel Hernandez,1.71,22,CLE,CLE
3103,Junior Valentine,1.71,10,TOR,TOR
3104,Jose Navas,1.71,2,NYM,NYM
3105,Nate Tomlinson,1.71,7,TOR,TOR
3106,Brian Gorman,1.72,3,NYY,NYY
3107,Tom Hallion,1.72,13,MIN,MIN
3108,Alfonso Marquez,1.72,25,LAA,LAA
3109,Rob Drake,1.72,13,CWS,CWS
3110,Dan Bellino,1.73,26,LAD,LAD
3111,Greg Gibson,1.74,10,TOR,TOR
3112,Dan Merzel,1.74,11,SF,SF
3113,Vic Carapazza,1.75,18,MIL,MIL
3114,Charlie Ramos,1.75,11,PIT,PIT
3115,Alex MacKay,1.75,5,MIN,MIN
3116,Brian O'Nora,1.76,16,MIL,MIL
3117,Manny Gonzalez,1.76,17,CLE,CLE
3118,Will Little,1.76,22,CWS,CWS
3119,Brian Gorman,1.76,9,LAA,LAA
3120,Adam Hamari,1.76,21,NYM,NYM
3121,Nic Lentz,1.76,18,KC,KC
3122,Andy Fletcher,1.77,19,CHC,CHC
3123,Hunter Wendelstedt,1.77,25,TB,TB
3124,Chad Fairchild,1.77,16,SEA,SEA
3125,Chris Segal,1.77,12,NYY,NYY
3126,Derek Thomas,1.77,7,ATL,ATL
3127,Brian Walsh,1.77,5,SF,SF
3128,Kerwin Danley,1.78,10,LAA,LAA
3129,Mike Everitt,1.78,10,CLE,CLE
3130,Larry Vanover,1.78,16,BOS,BOS
3131,Ben May,1.78,18,CLE,CLE
3132,Mike Estabrook,1.78,15,SEA,SEA
3133,Malachi Moore,1.78,9,COL,COL
3134,Mike Everitt,1.79,6,LAD,LAD
3135,Chris Conroy,1.79,18,TOR,TOR
3136,Cory Blaser,1.79,20,HOU,HOU
3137,Tom Woodring,1.79,3,ATL,ATL
3138,Rob Drake,1.79,5,BOS,BOS
3139,Ryan Wills,1.79,6,MIA,MIA
3140,Eric Cooper,1.8,10,AZ,AZ
3141,Bill Welke,1.8,15,CHC,CHC
3142,Jeff Kellogg,1.8,8,COL,COL
3143,Nic Lentz,1.8,19,SD,SD
3144,Jim Reynolds,1.81,11,BOS,BOS
3145,Ron Kulpa,1.81,16,CWS,CWS
3146,Tim Timmons,1.81,9,LAA,LAA
3147,Ben May,1.81,22,PIT,PIT
3148,Stu Scheurwater,1.81,15,STL,STL
3149,Clint Fagan,1.82,6,MIL,MIL
3150,Paul Emmel,1.82,7,MIN,MIN
3151,Ron Kulpa,1.82,17,NYY,NYY
3152,Tripp Gibson,1.82,25,TB,TB
3153,Mike DiMuro,1.82,5,SD,SD
3154,Quinn Wolcott,1.82,17,MIA,MIA
3155,Brian O'Nora,1.82,23,CIN,CIN
3156,Alan Porter,1.82,25,LAA,LAA
3157,Todd Tichenor,1.83,21,COL,COL
3158,Tim Timmons,1.83,10,SF,SF
3159,Dan Bellino,1.83,20,AZ,AZ
3160,Nic Lentz,1.83,17,BOS,BOS
3161,Jordan Baker,1.84,21,NYM,NYM
3162,Marty Foster,1.84,5,PIT,PIT
3163,Mike Everitt,1.84,8,STL,STL
3164,Mike Muchlinski,1.84,11,KC,KC
3165,Tim Timmons,1.84,17,STL,STL
3166,Nick Mahrley,1.84,11,NYM,NYM
3167,Chad Fairchild,1.85,22,MIL,MIL
3168,Nate Tomlinson,1.85,9,PIT,PIT
3169,Larry Vanover,1.86,17,HOU,HOU
3170,Doug Eddings,1.86,23,SD,SD
3171,Jim Reynolds,1.86,14,TEX,TEX
3172,Edwin Jimenez,1.86,5,WSH,WSH
3173,Angel Hernandez,1.87,19,MIL,MIL
3174,Marvin Hudson,1.87,24,NYY,NYY
3175,Jerry Layne,1.87,7,BAL,BAL
3176,James Hoye,1.87,16,LAA,LAA
3177,Hunter Wendelstedt,1.87,16,CLE,CLE
3178,Jeff Kellogg,1.87,9,CWS,CWS
3179,Paul Schrieber,1.88,2,TOR,TOR
3180,Cory Blaser,1.88,22,MIL,MIL
3181,Jeremy Riggs,1.88,7,SEA,SEA
3182,Dan Bellino,1.89,23,BAL,BAL
3183,CB Bucknor,1.89,12,CLE,CLE
3184,Bill Miller,1.89,22,BOS,BOS
3185,Marvin Hudson,1.89,20,PIT,PIT
3186,John Tumpane,1.89,18,TOR,TOR
3187,Adam Hamari,1.9,15,WSH,WSH
3188,Alan Porter,1.9,20,COL,COL
3189,Tripp Gibson,1.91,15,ATL,ATL
3190,Phil Cuzzi,1.92,15,MIL,MIL
3191,Stu Scheurwater,1.92,19,WSH,WSH
3192,Mike DiMuro,1.93,6,SEA,SEA
3193,Fieldin Culbreth,1.93,9,HOU,HOU
3194,Bill Miller,1.93,18,BAL,BAL
3195,John Libka,1.93,20,TEX,TEX
3196,Bill Miller,1.94,25,SEA,SEA
3197,D.J. Reyburn,1.94,21,CHC,CHC
3198,Stu Scheurwater,1.94,25,NYM,NYM
3199,Charlie Ramos,1.94,7,WSH,WSH
3200,Derek Thomas,1.94,4,TB,TB
3201,Ben May,1.95,21,TB,TB
3202,Mark Ripperger,1.95,22,COL,COL
3203,Jeff Nelson,1.95,23,SEA,SEA
3204,Quinn Wolcott,1.95,18,MIL,MIL
3205,Jeremie Rehak,1.95,16,MIL,MIL
3206,Emil Jimenez,1.95,9,ATH,ATH
3207,Clint Vondrak,1.95,5,CLE,CLE
3208,D.J. Reyburn,1.96,19,CIN,CIN
3209,Bill Welke,1.96,11,ATL,ATL
3210,Marvin Hudson,1.96,19,CLE,CLE
3211,Jim Wolf,1.96,21,TB,TB
3212,Ryan Additon,1.96,14,PIT,PIT
3213,Junior Valentine,1.96,7,MIL,MIL
3214,Fieldin Culbreth,1.97,12,TEX,TEX
3215,Quinn Wolcott,1.97,18,BAL,BAL
3216,Dan Merzel,1.97,7,HOU,HOU
3217,Jeff Kellogg,1.98,11,PIT,PIT
3218,Tony Randazzo,1.99,18,DET,DET
3219,Brian Knight,1.99,21,NYY,NYY
3220,Tom Woodring,1.99,7,CLE,CLE
3221,Marty Foster,1.99,9,KC,KC
3222,Jansen Visconti,1.99,24,PIT,PIT
3223,Ryan Wills,1.99,12,LAA,LAA
3224,Jacob Metz,1.99,3,CHC,CHC
3225,James Hoye,2.0,15,ATL,ATL
3226,Adrian Johnson,2.0,23,SEA,SEA
3227,Brian Knight,2.0,8,PIT,PIT
3228,Mark Ripperger,2.0,16,PHI,PHI
3229,Ryan Blakney,2.0,25,DET,DET
3230,Fieldin Culbreth,2.0,13,MIL,MIL
3231,Jim Wolf,2.01,18,ATH,ATH
3232,Chris Conroy,2.01,15,SF,SF
3233,Tim Welke,2.01,3,MIL,MIL
3234,Larry Vanover,2.01,18,PIT,PIT
3235,Eric Cooper,2.01,7,BOS,BOS
3236,Ryan Additon,2.01,18,NYM,NYM
3237,Ted Barrett,2.02,16,LAA,LAA
3238,CB Bucknor,2.02,20,TB,TB
3239,Joe West,2.03,12,NYM,NYM
3240,Jim Reynolds,2.03,15,MIN,MIN
3241,Bill Welke,2.03,15,PIT,PIT
3242,Doug Eddings,2.03,23,ATL,ATL
3243,Ryan Additon,2.03,14,STL,STL
3244,Ed Hickox,2.04,11,STL,STL
3245,Chris Segal,2.04,17,CLE,CLE
3246,Adam Hamari,2.04,14,CLE,CLE
3247,Larry Vanover,2.04,13,KC,KC
3248,Tony Randazzo,2.05,16,COL,COL
3249,Lance Barksdale,2.05,19,KC,KC
3250,Andy Fletcher,2.05,25,NYY,NYY
3251,Brian Walsh,2.05,7,HOU,HOU
3252,Tom Hallion,2.06,8,TOR,TOR
3253,Mike Winters,2.06,7,HOU,HOU
3254,Mike Estabrook,2.06,17,AZ,AZ
3255,Cory Blaser,2.06,16,CHC,CHC
3256,Larry Vanover,2.07,18,CLE,CLE
3257,Nic Lentz,2.07,13,SEA,SEA
3258,Scott Barry,2.07,20,BOS,BOS
3259,Jim Joyce,2.08,5,LAA,LAA
3260,CB Bucknor,2.08,15,TOR,TOR
3261,James Jean,2.08,1,WSH,WSH
3262,Hunter Wendelstedt,2.09,16,PIT,PIT
3263,Jeremie Rehak,2.09,9,TEX,TEX
3264,Carlos Torres,2.1,19,CIN,CIN
3265,Adam Beck,2.11,18,ATL,ATL
3266,Nick Mahrley,2.11,8,PIT,PIT
3267,Rob Drake,2.12,13,WSH,WSH
3268,Jim Wolf,2.12,20,KC,KC
3269,Mike Muchlinski,2.13,26,BAL,BAL
3270,Alan Porter,2.13,22,MIL,MIL
3271,Marty Foster,2.14,13,SD,SD
3272,Manny Gonzalez,2.14,21,AZ,AZ
3273,Carlos Torres,2.14,17,MIL,MIL
3274,Sam Holbrook,2.14,14,MIL,MIL
3275,Paul Schrieber,2.15,4,CHC,CHC
3276,Mike Estabrook,2.15,18,PIT,PIT
3277,James Hoye,2.15,18,PHI,PHI
3278,Chris Guccione,2.15,15,TEX,TEX
3279,Jeremy Riggs,2.15,11,AZ,AZ
3280,Charlie Ramos,2.15,9,ATL,ATL
3281,CB Bucknor,2.16,23,SF,SF
3282,Quinn Wolcott,2.16,21,LAD,LAD
3283,Paul Nauert,2.16,12,CHC,CHC
3284,Greg Gibson,2.17,13,MIN,MIN
3285,Gerry Davis,2.17,11,MIL,MIL
3286,Tom Hanahan,2.17,3,NYM,NYM
3287,Stu Scheurwater,2.18,16,KC,KC
3288,David Rackley,2.18,15,SEA,SEA
3289,Mark Carlson,2.19,22,NYY,NYY
3290,Dana DeMuth,2.2,7,TB,TB
3291,Pat Hoberg,2.2,15,ATL,ATL
3292,CB Bucknor,2.2,20,HOU,HOU
3293,Bob Davidson,2.2,6,CLE,CLE
3294,Tim Welke,2.2,2,CWS,CWS
3295,Roberto Ortiz,2.2,14,SF,SF
3296,Tim Timmons,2.21,9,TEX,TEX
3297,Mark Wegner,2.21,20,MIN,MIN
3298,Adam Beck,2.21,10,MIA,MIA
3299,Paul Clemons,2.21,6,CLE,CLE
3300,Larry Vanover,2.22,11,SEA,SEA
3301,Dan Iassogna,2.22,16,MIL,MIL
3302,Gary Cederstrom,2.22,11,TB,TB
3303,Stu Scheurwater,2.22,15,CIN,CIN
3304,Roberto Ortiz,2.22,9,NYY,NYY
3305,Adam Beck,2.22,11,AZ,AZ
3306,Tim Timmons,2.23,11,SD,SD
3307,Malachi Moore,2.23,8,SEA,SEA
3308,Derek Thomas,2.23,5,AZ,AZ
3309,Gary Cederstrom,2.24,10,COL,COL
3310,Chad Fairchild,2.24,19,COL,COL
3311,Ron Kulpa,2.24,15,NYM,NYM
3312,Gary Cederstrom,2.24,11,PIT,PIT
3313,Nestor Ceja,2.24,14,LAD,LAD
3314,Bob Davidson,2.24,4,HOU,HOU
3315,CB Bucknor,2.25,15,TEX,TEX
3316,Derek Thomas,2.25,6,CWS,CWS
3317,Alan Porter,2.26,28,BOS,BOS
3318,Sam Holbrook,2.26,11,NYY,NYY
3319,Lance Barksdale,2.26,19,AZ,AZ
3320,Lance Barksdale,2.26,20,SEA,SEA
3321,Roberto Ortiz,2.26,15,MIL,MIL
3322,Bill Miller,2.27,23,NYM,NYM
3323,Brian O'Nora,2.27,20,SEA,SEA
3324,Larry Vanover,2.28,14,MIL,MIL
3325,Greg Gibson,2.28,12,BAL,BAL
3326,John Bacon,2.28,4,HOU,HOU
3327,Charlie Ramos,2.28,7,BAL,BAL
3328,Dan Iassogna,2.29,22,SF,SF
3329,Mike Everitt,2.29,8,AZ,AZ
3330,Tony Randazzo,2.29,16,CHC,CHC
3331,Lance Barrett,2.29,21,TOR,TOR
3332,Erich Bacchus,2.3,9,ATL,ATL
3333,Alex MacKay,2.3,6,MIL,MIL
3334,Will Little,2.31,24,BAL,BAL
3335,Mark Wegner,2.31,20,TB,TB
3336,Dan Bellino,2.31,19,PIT,PIT
3337,Marvin Hudson,2.32,21,ATL,ATL
3338,Rob Drake,2.32,16,CIN,CIN
3339,John Hirschbeck,2.32,3,MIL,MIL
3340,Marcus Pattillo,2.32,1,LAD,LAD
3341,Chris Guccione,2.33,25,TOR,TOR
3342,Ed Hickox,2.33,7,NYM,NYM
3343,Stu Scheurwater,2.33,23,BOS,BOS
3344,Ryan Additon,2.33,19,NYY,NYY
3345,Bruce Dreckman,2.34,24,CHC,CHC
3346,Tripp Gibson,2.34,17,CHC,CHC
3347,Shane Livensparger,2.34,9,MIL,MIL
3348,Nestor Ceja,2.34,12,DET,DET
3349,Junior Valentine,2.34,12,TB,TB
3350,Joe West,2.35,12,STL,STL
3351,Chad Fairchild,2.35,17,CIN,CIN
3352,Paul Emmel,2.36,15,BAL,BAL
3353,John Tumpane,2.36,16,MIN,MIN
3354,Angel Hernandez,2.36,19,LAD,LAD
3355,John Libka,2.38,14,MIL,MIL
3356,Emil Jimenez,2.38,4,NYY,NYY
3357,Gerry Davis,2.39,13,LAA,LAA
3358,Tripp Gibson,2.39,20,LAD,LAD
3359,Ryan Wills,2.39,13,DET,DET
3360,Chris Segal,2.4,24,STL,STL
3361,Dana DeMuth,2.4,10,HOU,HOU
3362,David Rackley,2.4,23,WSH,WSH
3363,Paul Nauert,2.41,10,HOU,HOU
3364,Alfonso Marquez,2.41,27,MIA,MIA
3365,D.J. Reyburn,2.41,21,TOR,TOR
3366,Ben May,2.41,19,DET,DET
3367,Ron Kulpa,2.41,14,TB,TB
3368,Phil Cuzzi,2.41,20,CLE,CLE
3369,Ryan Additon,2.41,15,COL,COL
3370,Quinn Wolcott,2.42,13,NYM,NYM
3371,Joe West,2.42,7,LAD,LAD
3372,Dan Bellino,2.42,24,CLE,CLE
3373,Clint Fagan,2.43,9,SD,SD
3374,Adrian Johnson,2.43,25,AZ,AZ
3375,Adam Hamari,2.43,22,LAD,LAD
3376,Tom Hanahan,2.43,10,TOR,TOR
3377,Tim Timmons,2.44,13,MIL,MIL
3378,Gabe Morales,2.44,15,ATL,ATL
3379,Chad Fairchild,2.44,21,BAL,BAL
3380,Bill Welke,2.45,15,BAL,BAL
3381,Gerry Davis,2.45,11,PIT,PIT
3382,Bruce Dreckman,2.45,13,AZ,AZ
3383,Jeff Nelson,2.45,17,AZ,AZ
3384,Dana DeMuth,2.45,7,MIA,MIA
3385,Ron Kulpa,2.46,18,WSH,WSH
3386,Mark Ripperger,2.46,30,ATL,ATL
3387,Bill Welke,2.46,13,COL,COL
3388,Jerry Meals,2.46,17,COL,COL
3389,Tim Timmons,2.47,12,LAD,LAD
3390,Chris Segal,2.47,18,CHC,CHC
3391,Pat Hoberg,2.47,10,SEA,SEA
3392,Jerry Layne,2.47,12,MIN,MIN
3393,John Bacon,2.47,9,KC,KC
3394,Tripp Gibson,2.48,28,SD,SD
3395,Dan Iassogna,2.48,24,BOS,BOS
3396,Jen Pawol,2.48,1,LAA,LAA
3397,Larry Vanover,2.49,17,ATH,ATH
3398,Mike Estabrook,2.49,21,COL,COL
3399,Joe West,2.49,14,SD,SD
3400,Eric Cooper,2.49,9,WSH,WSH
3401,Ed Hickox,2.49,10,DET,DET
3402,Edwin Moscoso,2.49,15,SEA,SEA
3403,Adam Beck,2.49,9,COL,COL
3404,Mike Winters,2.5,9,DET,DET
3405,Paul Clemons,2.5,6,SF,SF
3406,Mark Ripperger,2.51,15,WSH,WSH
3407,Jim Wolf,2.51,16,DET,DET
3408,Alan Porter,2.51,24,NYM,NYM
3409,Hunter Wendelstedt,2.51,14,SF,SF
3410,Tom Hanahan,2.51,4,SF,SF
3411,Brian Knight,2.52,18,LAA,LAA
3412,Mike Estabrook,2.52,15,SD,SD
3413,Austin Jones,2.52,5,CLE,CLE
3414,Paul Nauert,2.53,8,LAD,LAD
3415,Lance Barrett,2.53,29,HOU,HOU
3416,Chad Whitson,2.53,21,SD,SD
3417,Ryan Additon,2.53,9,BOS,BOS
3418,Sean Barber,2.53,24,PHI,PHI
3419,Dan Iassogna,2.54,24,DET,DET
3420,Dan Bellino,2.54,26,DET,DET
