,umpire,favor_by_ump_sum,num_games,team,temp_team
2297,Jonathan Parra,0.39,2,NYM,NYM
2298,James Jean,0.39,1,NYY,NYY
2299,Doug Eddings,0.4,14,NYY,NYY
2300,Tim Welke,0.4,1,PIT,PIT
2301,Fieldin Culbreth,0.4,7,SEA,SEA
2302,Dan Merzel,0.4,15,CLE,CLE
2303,Alex MacKay,0.4,4,CHC,CHC
2304,Dana DeMuth,0.41,5,MIN,MIN
2305,Dan Bellino,0.41,19,MIN,MIN
2306,Tom Hallion,0.41,8,BAL,BAL
2307,Chris Conroy,0.41,17,TEX,TEX
2308,Jerry Layne,0.41,9,MIL,MIL
2309,Jim Joyce,0.41,2,NYM,NYM
2310,Carlos Torres,0.41,10,AZ,AZ
2311,Jose Navas,0.41,3,LAD,LAD
2312,Austin Jones,0.41,2,NYM,NYM
2313,Laz Diaz,0.42,18,PIT,PIT
2314,Edwin Moscoso,0.42,9,NYM,NYM
2315,Jeremy Riggs,0.42,7,SF,SF
2316,Brian Walsh,0.42,6,CHC,CHC
2317,John Hirschbeck,0.42,1,DET,DET
2318,Gabe Morales,0.43,15,MIA,MIA
2319,Dale Scott,0.43,3,KC,KC
2320,Jim Joyce,0.43,3,TEX,TEX
2321,Gabe Morales,0.43,24,COL,COL
2322,Marvin Hudson,0.43,21,SD,SD
2323,Shane Livensparger,0.43,12,CHC,CHC
2324,Nate Tomlinson,0.43,5,CLE,CLE
2325,Jacob Metz,0.43,3,PHI,PHI
2326,Steven Jaschinski,0.43,1,CIN,CIN
2327,James Jean,0.43,3,KC,KC
2328,Dale Scott,0.43,1,ATH,ATH
2329,James Jean,0.43,1,ATL,ATL
2330,Jeff Kellogg,0.44,8,DET,DET
2331,Adrian Johnson,0.44,20,WSH,WSH
2332,Jim Joyce,0.44,5,COL,COL
2333,Mike Muchlinski,0.44,22,PIT,PIT
2334,Jeff Nelson,0.44,14,KC,KC
2335,Jim Wolf,0.44,24,MIL,MIL
2336,Paul Clemons,0.44,8,STL,STL
2337,Junior Valentine,0.44,12,STL,STL
2338,David Arrieta,0.44,1,ATL,ATL
2339,James Jean,0.44,4,MIA,MIA
2340,Charlie Ramos,0.44,6,BOS,BOS
2341,Jacob Metz,0.44,1,ATL,ATL
2342,Jim Joyce,0.45,2,AZ,AZ
2343,Carlos Torres,0.45,20,DET,DET
2344,Adam Beck,0.45,13,MIN,MIN
2345,Clint Vondrak,0.45,6,COL,COL
2346,John Hirschbeck,0.45,1,PIT,PIT
2347,Marty Foster,0.46,11,LAD,LAD
2348,Mike Everitt,0.46,6,TB,TB
2349,Phil Cuzzi,0.46,20,TB,TB
2350,Tom Woodring,0.46,2,CHC,CHC
2351,Jose Navas,0.46,7,PIT,PIT
2352,Malachi Moore,0.46,11,LAD,LAD
2353,Edwin Jimenez,0.46,5,MIN,MIN
2354,Willie Traynor,0.46,1,MIA,MIA
2355,Vic Carapazza,0.47,17,SD,SD
2356,Brock Ballou,0.47,5,MIN,MIN
2357,Shane Livensparger,0.47,2,WSH,WSH
2358,Toby Basner,0.47,1,SF,SF
2359,Dana DeMuth,0.47,4,DET,DET
2360,David Arrieta,0.47,1,PHI,PHI
2361,Ryan Blakney,0.48,26,SD,SD
2362,CB Bucknor,0.48,21,NYY,NYY
2363,Bob Davidson,0.48,2,ATH,ATH
2364,Tom Hallion,0.48,13,SD,SD
2365,Greg Gibson,0.48,10,BOS,BOS
2366,Paul Nauert,0.48,10,TOR,TOR
2367,Gabe Morales,0.48,17,MIN,MIN
2368,Charlie Ramos,0.48,12,LAA,LAA
2369,Willie Traynor,0.48,2,MIN,MIN
2370,James Jean,0.48,3,SEA,SEA
2371,Jen Pawol,0.48,1,WSH,WSH
2372,Jen Pawol,0.48,1,ATH,ATH
2373,Jordan Baker,0.49,21,CLE,CLE
2374,Mike DiMuro,0.49,4,KC,KC
2375,Mike Everitt,0.49,8,MIL,MIL
2376,Gary Cederstrom,0.49,14,KC,KC
2377,Joe West,0.49,19,PHI,PHI
2378,Toby Basner,0.49,4,SD,SD
2379,John Bacon,0.49,7,TOR,TOR
2380,Alex Tosi,0.49,8,CLE,CLE
2381,David Arrieta,0.49,1,LAD,LAD
2382,Paul Nauert,0.5,8,COL,COL
2383,Phil Cuzzi,0.5,23,SF,SF
2384,Tim Welke,0.5,2,TOR,TOR
2385,Tony Randazzo,0.5,14,ATH,ATH
2386,Dale Scott,0.51,3,NYY,NYY
2387,Tom Woodring,0.51,12,SD,SD
2388,James Hoye,0.51,9,COL,COL
2389,Steven Jaschinski,0.51,1,WSH,WSH
2390,Jim Joyce,0.51,3,MIL,MIL
2391,Jonathan Parra,0.51,1,MIL,MIL
2392,Jonathan Parra,0.51,1,KC,KC
2393,Mark Ripperger,0.52,23,SF,SF
2394,Jonathan Parra,0.52,2,CWS,CWS
2395,Jim Reynolds,0.53,17,LAA,LAA
2396,Gary Cederstrom,0.53,11,NYY,NYY
2397,Lance Barrett,0.53,22,NYY,NYY
2398,Bob Davidson,0.53,3,NYM,NYM
2399,Paul Nauert,0.53,4,MIL,MIL
2400,Stu Scheurwater,0.53,17,TEX,TEX
2401,Malachi Moore,0.53,9,ATH,ATH
2402,Alex Tosi,0.53,11,ATL,ATL
2403,Alex Tosi,0.53,6,ATH,ATH
2404,Edwin Jimenez,0.53,5,HOU,HOU
2405,Paul Schrieber,0.53,1,SF,SF
2406,Austin Jones,0.53,1,ATH,ATH
2407,Alan Porter,0.54,20,PHI,PHI
2408,Toby Basner,0.54,2,AZ,AZ
2409,Jose Navas,0.54,2,NYY,NYY
2410,Erich Bacchus,0.54,10,BAL,BAL
2411,Derek Thomas,0.54,9,CIN,CIN
2412,Tom Hanahan,0.54,7,STL,STL
2413,Willie Traynor,0.54,2,CLE,CLE
2414,Jacob Metz,0.54,3,STL,STL
2415,Andy Fletcher,0.55,27,BOS,BOS
2416,Kerwin Danley,0.55,13,SF,SF
2417,Jim Joyce,0.55,3,HOU,HOU
2418,Rob Drake,0.55,12,STL,STL
2419,Dana DeMuth,0.55,7,CLE,CLE
2420,Bill Miller,0.55,29,AZ,AZ
2421,Jim Reynolds,0.55,11,PIT,PIT
2422,Chris Guccione,0.55,19,PHI,PHI
2423,Chad Whitson,0.55,15,PHI,PHI
2424,John Libka,0.55,14,KC,KC
2425,Shane Livensparger,0.55,13,DET,DET
2426,Paul Clemons,0.55,6,TB,TB
2427,Charlie Ramos,0.55,3,LAD,LAD
2428,Mike DiMuro,0.56,6,PHI,PHI
2429,Mike Estabrook,0.56,18,TOR,TOR
2430,Mike DiMuro,0.56,3,DET,DET
2431,Kerwin Danley,0.56,7,BOS,BOS
2432,John Bacon,0.56,9,WSH,WSH
2433,Randy Rosenberg,0.56,1,MIN,MIN
2434,Phil Cuzzi,0.57,22,LAA,LAA
2435,Paul Emmel,0.57,9,ATL,ATL
2436,Jeff Nelson,0.57,18,LAA,LAA
2437,Chris Guccione,0.57,17,CLE,CLE
2438,Alfonso Marquez,0.57,18,STL,STL
2439,Jansen Visconti,0.57,12,AZ,AZ
2440,Nate Tomlinson,0.57,10,COL,COL
2441,Charlie Ramos,0.57,4,SEA,SEA
2442,Brian Gorman,0.57,6,TEX,TEX
2443,Lance Barksdale,0.58,16,CWS,CWS
2444,Mike DiMuro,0.58,5,MIL,MIL
2445,Scott Barry,0.58,14,CWS,CWS
2446,Hunter Wendelstedt,0.58,19,MIN,MIN
2447,Nick Mahrley,0.58,12,TOR,TOR
2448,Dan Merzel,0.58,9,KC,KC
2449,Paul Clemons,0.58,4,NYY,NYY
2450,Toby Basner,0.59,4,BAL,BAL
2451,Larry Vanover,0.59,17,COL,COL
2452,Roberto Ortiz,0.59,18,DET,DET
2453,Ryan Wills,0.59,10,WSH,WSH
2454,Randy Rosenberg,0.59,1,STL,STL
2455,Brennan Miller,0.59,4,SF,SF
2456,Paul Clemons,0.59,6,PIT,PIT
2457,Tom Hanahan,0.59,3,PHI,PHI
2458,Hunter Wendelstedt,0.6,16,TEX,TEX
2459,Gary Cederstrom,0.6,7,CLE,CLE
2460,Marvin Hudson,0.6,11,CHC,CHC
2461,Tom Hallion,0.6,11,CLE,CLE
2462,Alex Tosi,0.6,11,CIN,CIN
2463,Brennan Miller,0.6,9,NYM,NYM
2464,Malachi Moore,0.6,11,SF,SF
2465,Eric Cooper,0.61,12,NYM,NYM
2466,Alfonso Marquez,0.61,16,CWS,CWS
2467,Doug Eddings,0.61,27,COL,COL
2468,Fieldin Culbreth,0.61,9,DET,DET
2469,Sean Barber,0.61,21,TB,TB
2470,Tony Randazzo,0.61,8,NYM,NYM
2471,Tom Woodring,0.61,4,LAD,LAD
2472,Roberto Ortiz,0.61,15,WSH,WSH
2473,Jose Navas,0.61,4,KC,KC
2474,Junior Valentine,0.61,8,SD,SD
2475,Adam Beck,0.61,15,DET,DET
2476,John Bacon,0.61,3,CWS,CWS
2477,Paul Nauert,0.62,9,CIN,CIN
2478,Joe West,0.62,14,NYY,NYY
2479,Chris Segal,0.62,24,MIN,MIN
2480,Jeff Kellogg,0.62,6,BAL,BAL
2481,Shane Livensparger,0.62,12,MIN,MIN
2482,Jacob Metz,0.62,3,TOR,TOR
2483,Paul Clemons,0.62,7,SD,SD
2484,Dana DeMuth,0.63,4,NYM,NYM
2485,Jim Reynolds,0.63,11,CIN,CIN
2486,Quinn Wolcott,0.63,17,LAA,LAA
2487,Laz Diaz,0.63,22,BOS,BOS
2488,Jeremie Rehak,0.63,15,CIN,CIN
2489,Jonathan Parra,0.63,2,ATL,ATL
2490,Derek Thomas,0.63,5,TOR,TOR
2491,Edwin Jimenez,0.63,2,BAL,BAL
2492,Rob Drake,0.64,21,SEA,SEA
2493,Pat Hoberg,0.64,15,MIN,MIN
2494,Gary Cederstrom,0.64,11,STL,STL
2495,Vic Carapazza,0.64,21,NYY,NYY
2496,Paul Emmel,0.64,8,NYM,NYM
2497,Brock Ballou,0.64,4,PIT,PIT
2498,Edwin Jimenez,0.64,1,TOR,TOR
2499,Tim Welke,0.64,3,NYM,NYM
2500,Chris Conroy,0.65,18,LAA,LAA
2501,D.J. Reyburn,0.65,20,HOU,HOU
2502,Paul Nauert,0.65,15,SF,SF
2503,Fieldin Culbreth,0.65,13,BAL,BAL
2504,Lew Williams,0.65,1,AZ,AZ
2505,Paul Clemons,0.65,4,DET,DET
2506,Austin Jones,0.65,2,COL,COL
2507,Brian Knight,0.66,16,CWS,CWS
2508,Jim Joyce,0.66,3,TOR,TOR
2509,Tim Welke,0.67,4,BAL,BAL
2510,Ryan Additon,0.67,14,AZ,AZ
2511,Jose Navas,0.67,3,ATH,ATH
2512,Shane Livensparger,0.67,7,NYY,NYY
2513,Erich Bacchus,0.67,4,NYM,NYM
2514,Dana DeMuth,0.68,11,ATH,ATH
2515,Eric Cooper,0.68,12,NYY,NYY
2516,Phil Cuzzi,0.68,17,TOR,TOR
2517,John Hirschbeck,0.68,5,NYY,NYY
2518,D.J. Reyburn,0.68,14,COL,COL
2519,Larry Vanover,0.68,14,TOR,TOR
2520,Malachi Moore,0.68,13,SD,SD
2521,Dan Merzel,0.68,7,AZ,AZ
2522,James Jean,0.68,3,BAL,BAL
2523,Mark Wegner,0.69,20,LAA,LAA
2524,Tom Woodring,0.69,10,AZ,AZ
2525,Jeff Nelson,0.69,11,CLE,CLE
2526,Paul Schrieber,0.69,1,SEA,SEA
2527,Stu Scheurwater,0.69,19,CLE,CLE
2528,Nick Mahrley,0.69,15,BOS,BOS
2529,Ryan Additon,0.69,13,CHC,CHC
2530,Alex MacKay,0.69,7,LAA,LAA
2531,Tyler Jones,0.69,1,TOR,TOR
2532,Jordan Baker,0.7,18,SEA,SEA
2533,Erich Bacchus,0.7,8,KC,KC
2534,Alex MacKay,0.7,8,DET,DET
2535,Emil Jimenez,0.7,8,CLE,CLE
2536,Tim Welke,0.7,2,STL,STL
2537,Scott Barry,0.71,13,MIL,MIL
2538,Marvin Hudson,0.71,22,COL,COL
2539,Bob Davidson,0.71,3,TOR,TOR
2540,Tony Randazzo,0.71,15,NYY,NYY
2541,Clint Fagan,0.71,3,CLE,CLE
2542,Dan Merzel,0.71,7,BOS,BOS
2543,Nestor Ceja,0.71,9,BOS,BOS
2544,Tony Randazzo,0.72,15,MIL,MIL
2545,Chris Segal,0.72,19,CIN,CIN
2546,Sean Barber,0.72,13,LAA,LAA
2547,Ryan Additon,0.72,12,SD,SD
2548,Jeremie Rehak,0.72,10,ATH,ATH
2549,Paul Clemons,0.72,7,TOR,TOR
2550,Jeremy Riggs,0.72,7,MIA,MIA
2551,Alex MacKay,0.72,4,TEX,TEX
2552,Jeremy Riggs,0.72,5,NYY,NYY
2553,Brock Ballou,0.72,4,ATL,ATL
2554,Adam Hamari,0.73,24,BAL,BAL
2555,Gerry Davis,0.73,13,LAD,LAD
2556,Brian O'Nora,0.73,16,CHC,CHC
2557,Greg Gibson,0.73,9,MIA,MIA
2558,Gabe Morales,0.73,17,KC,KC
2559,Jerry Layne,0.73,7,CHC,CHC
2560,Dana DeMuth,0.73,5,TOR,TOR
2561,Junior Valentine,0.73,11,MIA,MIA
2562,Malachi Moore,0.73,7,NYY,NYY
2563,Jacob Metz,0.73,4,MIA,MIA
2564,Jeff Nelson,0.74,10,LAD,LAD
2565,Dan Bellino,0.74,21,HOU,HOU
2566,Ryan Additon,0.74,12,HOU,HOU
2567,Brian Walsh,0.74,5,NYM,NYM
2568,Dexter Kelley,0.74,1,MIN,MIN
2569,Dana DeMuth,0.75,7,LAD,LAD
2570,Mike Everitt,0.75,12,BOS,BOS
2571,David Rackley,0.75,18,MIN,MIN
2572,Nestor Ceja,0.75,11,AZ,AZ
2573,Mike Estabrook,0.76,19,MIN,MIN
2574,John Hirschbeck,0.76,3,LAA,LAA
2575,Ed Hickox,0.76,8,BOS,BOS
2576,Stu Scheurwater,0.76,14,PIT,PIT
2577,Clint Vondrak,0.76,7,MIA,MIA
2578,Adam Beck,0.76,10,CLE,CLE
2579,Ryan Wills,0.76,7,TOR,TOR
2580,Emil Jimenez,0.76,4,MIN,MIN
2581,Erich Bacchus,0.76,6,SF,SF
2582,Brennan Miller,0.76,9,ATH,ATH
2583,Randy Rosenberg,0.76,1,CLE,CLE
2584,Brock Ballou,0.76,2,MIL,MIL
2585,Angel Hernandez,0.77,15,AZ,AZ
2586,Joe West,0.77,13,TEX,TEX
2587,Phil Cuzzi,0.77,14,COL,COL
2588,Bob Davidson,0.77,2,CHC,CHC
2589,Jeremy Riggs,0.77,13,LAD,LAD
2590,Brennan Miller,0.77,8,ATL,ATL
2591,Brian O'Nora,0.78,12,DET,DET
2592,Jim Joyce,0.78,5,WSH,WSH
2593,Marcus Pattillo,0.78,1,COL,COL
2594,Paul Schrieber,0.78,3,HOU,HOU
2595,Larry Vanover,0.78,20,NYY,NYY
2596,Mike Muchlinski,0.79,17,NYM,NYM
2597,Gary Cederstrom,0.79,10,SEA,SEA
2598,Scott Barry,0.79,17,KC,KC
2599,Ryan Additon,0.79,13,ATL,ATL
2600,Clint Vondrak,0.79,13,MIL,MIL
2601,Paul Clemons,0.79,6,AZ,AZ
2602,Paul Emmel,0.8,9,BOS,BOS
2603,Cory Blaser,0.8,19,CLE,CLE
2604,Dana DeMuth,0.8,3,TEX,TEX
2605,Chad Fairchild,0.8,17,SD,SD
2606,Tom Woodring,0.8,8,MIN,MIN
2607,Dana DeMuth,0.8,8,SF,SF
2608,Bruce Dreckman,0.8,15,SEA,SEA
2609,Lance Barrett,0.8,16,TB,TB
2610,Alfonso Marquez,0.8,25,TEX,TEX
2611,Dale Scott,0.8,2,TEX,TEX
2612,Mike DiMuro,0.8,4,CLE,CLE
2613,Nestor Ceja,0.8,13,WSH,WSH
2614,Tom Hanahan,0.8,3,CIN,CIN
2615,Edwin Jimenez,0.8,6,MIL,MIL
2616,John Hirschbeck,0.8,2,MIN,MIN
2617,Mike Everitt,0.81,11,CWS,CWS
2618,Bill Welke,0.81,16,CLE,CLE
2619,Jerry Meals,0.81,18,DET,DET
2620,Gary Cederstrom,0.81,6,SF,SF
2621,Mike Winters,0.81,10,COL,COL
2622,Brian O'Nora,0.81,18,LAA,LAA
2623,Jordan Baker,0.81,22,MIN,MIN
2624,Tom Hanahan,0.81,7,SD,SD
2625,Will Little,0.82,18,LAA,LAA
2626,Carlos Torres,0.82,18,LAD,LAD
2627,Sam Holbrook,0.82,15,TEX,TEX
2628,Dan Merzel,0.82,13,CIN,CIN
2629,Emil Jimenez,0.82,8,BAL,BAL
2630,Gerry Davis,0.83,10,MIA,MIA
2631,Shane Livensparger,0.83,15,KC,KC
2632,Ryan Wills,0.83,7,NYY,NYY
2633,Nestor Ceja,0.83,3,MIL,MIL
2634,James Jean,0.83,1,SD,SD
2635,Paul Schrieber,0.84,2,MIA,MIA
2636,Ben May,0.84,13,TOR,TOR
2637,Mike Estabrook,0.84,17,BOS,BOS
2638,Kyle McCrady,0.84,1,SF,SF
2639,Angel Hernandez,0.85,15,PIT,PIT
2640,Brian O'Nora,0.85,13,MIN,MIN
2641,Bill Miller,0.85,23,CLE,CLE
2642,Emil Jimenez,0.85,4,KC,KC
2643,Andy Fletcher,0.86,15,MIN,MIN
2644,Jerry Layne,0.86,14,COL,COL
2645,Bill Welke,0.86,11,TOR,TOR
2646,David Rackley,0.86,12,STL,STL
2647,Jeff Nelson,0.86,15,SF,SF
2648,Gabe Morales,0.86,26,SEA,SEA
2649,Jim Wolf,0.86,17,PHI,PHI
2650,Marvin Hudson,0.86,19,KC,KC
2651,Dan Merzel,0.86,7,CHC,CHC
2652,Tom Hanahan,0.86,6,TEX,TEX
2653,Marvin Hudson,0.87,23,AZ,AZ
2654,Brian O'Nora,0.87,12,TB,TB
2655,Clint Fagan,0.87,3,TEX,TEX
2656,Carlos Torres,0.87,21,PIT,PIT
2657,Clint Vondrak,0.87,8,DET,DET
2658,Paul Clemons,0.87,3,SEA,SEA
2659,Jose Navas,0.87,1,SEA,SEA
2660,Sam Holbrook,0.88,14,LAD,LAD
2661,Angel Hernandez,0.88,18,DET,DET
2662,Alex MacKay,0.88,7,BAL,BAL
2663,Dale Scott,0.89,2,CHC,CHC
2664,Paul Nauert,0.89,7,KC,KC
2665,Ryan Blakney,0.89,15,BAL,BAL
2666,Bill Miller,0.89,17,PIT,PIT
2667,Mike Winters,0.89,6,CLE,CLE
2668,Jansen Visconti,0.89,15,NYY,NYY
2669,Gerry Davis,0.89,5,ATL,ATL
2670,Edwin Jimenez,0.89,4,TB,TB
2671,James Jean,0.89,2,CHC,CHC
2672,David Arrieta,0.89,1,TB,TB
2673,Tim Welke,0.9,2,AZ,AZ
2674,Tim Timmons,0.9,17,MIA,MIA
2675,Stu Scheurwater,0.91,21,LAD,LAD
2676,Brian Walsh,0.91,4,SEA,SEA
2677,John Tumpane,0.92,17,CLE,CLE
2678,Jerry Layne,0.92,5,ATH,ATH
2679,Paul Nauert,0.92,10,MIA,MIA
2680,Edwin Jimenez,0.92,7,COL,COL
2681,Brian Gorman,0.92,6,AZ,AZ
2682,Mark Carlson,0.93,19,SF,SF
2683,Malachi Moore,0.93,7,HOU,HOU
2684,Brian O'Nora,0.94,12,ATL,ATL
2685,Dan Bellino,0.94,32,CWS,CWS
2686,Mike Winters,0.94,11,WSH,WSH
2687,Ted Barrett,0.94,11,CWS,CWS
2688,Erich Bacchus,0.94,8,MIL,MIL
2689,Nate Tomlinson,0.94,11,ATH,ATH
2690,Jose Navas,0.94,1,AZ,AZ
2691,Jonathan Parra,0.94,2,TOR,TOR
2692,Adrian Johnson,0.95,19,CLE,CLE
2693,James Hoye,0.95,18,BOS,BOS
2694,Laz Diaz,0.95,18,LAD,LAD
2695,Vic Carapazza,0.95,36,TB,TB
2696,Edwin Moscoso,0.95,12,WSH,WSH
2697,Nate Tomlinson,0.95,6,TB,TB
2698,Jacob Metz,0.95,5,LAD,LAD
2699,Edwin Jimenez,0.95,6,TEX,TEX
2700,Dan Iassogna,0.96,24,TOR,TOR
2701,John Bacon,0.96,5,CHC,CHC
2702,Nate Tomlinson,0.96,6,DET,DET
2703,Alan Porter,0.97,14,CHC,CHC
2704,Phil Cuzzi,0.97,19,AZ,AZ
2705,Jeremie Rehak,0.97,8,COL,COL
2706,Alan Porter,0.98,18,PIT,PIT
2707,Paul Clemons,0.98,5,ATH,ATH
2708,Charlie Ramos,0.98,6,SF,SF
2709,Tom Hanahan,0.98,5,LAA,LAA
2710,Jim Wolf,0.99,23,CLE,CLE
2711,Joe West,0.99,16,CHC,CHC
2712,Chris Guccione,0.99,24,AZ,AZ
2713,Brian Gorman,0.99,3,ATL,ATL
2714,Roberto Ortiz,0.99,6,SEA,SEA
2715,Shane Livensparger,0.99,10,CLE,CLE
2716,Brian Walsh,0.99,7,BAL,BAL
2717,Willie Traynor,0.99,2,CIN,CIN
2718,Mike DiMuro,1.0,5,LAD,LAD
2719,Mike DiMuro,1.0,3,CHC,CHC
2720,Sam Holbrook,1.0,12,PIT,PIT
2721,Stu Scheurwater,1.0,20,TB,TB
2722,Chris Conroy,1.0,21,DET,DET
2723,Alex MacKay,1.0,5,AZ,AZ
2724,Randy Rosenberg,1.0,2,NYM,NYM
2725,Bob Davidson,1.01,4,DET,DET
2726,Mark Ripperger,1.01,16,KC,KC
2727,Shane Livensparger,1.01,12,SEA,SEA
2728,Brennan Miller,1.01,10,TEX,TEX
2729,Emil Jimenez,1.01,8,STL,STL
2730,Tom Hanahan,1.01,4,LAD,LAD
2731,Brian Walsh,1.01,7,NYY,NYY
2732,Dale Scott,1.02,4,SEA,SEA
2733,Jeff Kellogg,1.02,8,SEA,SEA
2734,Fieldin Culbreth,1.02,7,KC,KC
2735,Sam Holbrook,1.02,8,COL,COL
2736,Erich Bacchus,1.02,13,CWS,CWS
2737,Clint Vondrak,1.02,15,STL,STL
2738,Sean Barber,1.03,19,NYM,NYM
2739,Ron Kulpa,1.03,12,AZ,AZ
2740,Jerry Meals,1.03,10,MIA,MIA
2741,Tim Timmons,1.03,10,NYY,NYY
2742,Nic Lentz,1.03,14,MIL,MIL
2743,Emil Jimenez,1.03,6,CIN,CIN
2744,Mark Ripperger,1.04,17,STL,STL
2745,Jeff Nelson,1.04,15,ATL,ATL
2746,Edwin Moscoso,1.04,15,LAA,LAA
2747,Jansen Visconti,1.04,13,CLE,CLE
2748,Jose Navas,1.04,1,TEX,TEX
2749,Jordan Baker,1.05,26,PIT,PIT
2750,Scott Barry,1.05,17,PIT,PIT
2751,Toby Basner,1.05,4,CIN,CIN
2752,Chad Whitson,1.05,11,COL,COL
2753,Jeremy Riggs,1.05,6,CHC,CHC
2754,Alfonso Marquez,1.06,10,CIN,CIN
2755,Rob Drake,1.06,18,COL,COL
2756,Dale Scott,1.06,6,BAL,BAL
2757,Pat Hoberg,1.06,13,DET,DET
2758,Roberto Ortiz,1.06,12,COL,COL
2759,Jose Navas,1.06,7,MIN,MIN
2760,Erich Bacchus,1.06,8,MIN,MIN
2761,Gary Cederstrom,1.07,10,PHI,PHI
2762,Chris Segal,1.07,26,DET,DET
2763,Andy Fletcher,1.07,17,PHI,PHI
2764,Todd Tichenor,1.07,21,DET,DET
2765,Jim Reynolds,1.07,15,COL,COL
2766,Jerry Layne,1.07,8,WSH,WSH
2767,Gabe Morales,1.07,17,CIN,CIN
2768,Chris Segal,1.07,15,PIT,PIT
2769,Jonathan Parra,1.07,2,PIT,PIT
2770,Dana DeMuth,1.08,4,MIL,MIL
2771,Chris Conroy,1.08,25,PIT,PIT
2772,Ben May,1.08,18,COL,COL
2773,Chris Guccione,1.08,17,TB,TB
2774,John Bacon,1.08,6,SD,SD
2775,David Arrieta,1.08,1,KC,KC
2776,Vic Carapazza,1.09,34,CHC,CHC
2777,Gary Cederstrom,1.1,7,ATH,ATH
2778,Eric Cooper,1.1,10,BAL,BAL
2779,Mark Ripperger,1.1,21,LAA,LAA
2780,Austin Jones,1.1,4,DET,DET
2781,Ed Hickox,1.11,12,TOR,TOR
2782,D.J. Reyburn,1.11,20,STL,STL
2783,Kerwin Danley,1.11,9,AZ,AZ
2784,Angel Hernandez,1.11,13,PHI,PHI
2785,Dale Scott,1.11,4,DET,DET
2786,Dan Iassogna,1.11,17,PHI,PHI
2787,Nestor Ceja,1.11,12,CLE,CLE
2788,Adam Beck,1.11,13,TB,TB
2789,Hunter Wendelstedt,1.12,17,COL,COL
2790,Paul Emmel,1.12,9,MIA,MIA
2791,Jim Wolf,1.12,25,AZ,AZ
2792,Adam Hamari,1.12,15,PHI,PHI
2793,Jerry Layne,1.12,12,AZ,AZ
2794,Larry Vanover,1.12,13,TEX,TEX
2795,Tom Hallion,1.12,8,WSH,WSH
2796,Mark Wegner,1.12,16,MIL,MIL
2797,Dan Merzel,1.12,12,PIT,PIT
2798,Nic Lentz,1.13,20,LAA,LAA
2799,Pat Hoberg,1.13,11,NYM,NYM
2800,Doug Eddings,1.13,21,TEX,TEX
2801,Junior Valentine,1.13,9,TEX,TEX
2802,Brian Knight,1.14,19,HOU,HOU
2803,Toby Basner,1.14,2,SEA,SEA
2804,Ed Hickox,1.14,12,LAD,LAD
2805,Paul Emmel,1.14,11,SD,SD
2806,John Libka,1.14,16,MIN,MIN
2807,Brennan Miller,1.14,7,NYY,NYY
2808,Jeremy Riggs,1.14,7,CLE,CLE
2809,Alex MacKay,1.14,6,STL,STL
2810,Todd Tichenor,1.15,19,HOU,HOU
2811,Scott Barry,1.15,14,NYY,NYY
2812,Anthony Johnson,1.15,1,SD,SD
2813,Mike Muchlinski,1.15,15,TB,TB
2814,Sean Barber,1.15,15,SD,SD
2815,Brian Gorman,1.15,5,TOR,TOR
2816,John Libka,1.15,12,BOS,BOS
2817,Austin Jones,1.15,3,TEX,TEX
2818,Jeff Kellogg,1.16,5,BOS,BOS
2819,Gabe Morales,1.16,20,SD,SD
2820,Tom Hanahan,1.16,6,ATL,ATL
2821,Adam Beck,1.16,9,HOU,HOU
2822,CB Bucknor,1.17,17,CIN,CIN
2823,Nick Mahrley,1.17,12,SF,SF
2824,Derek Thomas,1.17,6,SEA,SEA
2825,Jacob Metz,1.17,2,SD,SD
2826,Chris Segal,1.18,21,NYM,NYM
2827,Tom Hallion,1.18,12,CIN,CIN
2828,Nick Mahrley,1.18,16,BAL,BAL
2829,Ramon De Jesus,1.18,11,BOS,BOS
2830,Nate Tomlinson,1.18,6,SD,SD
2831,Gabe Morales,1.19,18,TB,TB
2832,John Hirschbeck,1.19,3,WSH,WSH
2833,Jansen Visconti,1.19,20,NYM,NYM
2834,Kyle McCrady,1.19,2,SEA,SEA
2835,Dexter Kelley,1.19,1,DET,DET
2836,Tony Randazzo,1.2,15,SEA,SEA
2837,Gary Cederstrom,1.2,7,SD,SD
2838,Mike Everitt,1.2,8,LAA,LAA
2839,Jeremy Riggs,1.2,6,TB,TB
2840,Brian Gorman,1.21,10,SF,SF
2841,Tom Woodring,1.21,3,MIL,MIL
2842,Rob Drake,1.21,17,TEX,TEX
2843,Ted Barrett,1.21,12,BAL,BAL
2844,Jansen Visconti,1.21,15,TOR,TOR
2845,Edwin Moscoso,1.21,8,TOR,TOR
2846,Malachi Moore,1.21,9,CLE,CLE
2847,Mike Estabrook,1.22,15,CLE,CLE
2848,Lance Barrett,1.22,20,BOS,BOS
2849,Tom Hallion,1.22,13,TEX,TEX
2850,Shane Livensparger,1.22,5,HOU,HOU
2851,Bob Davidson,1.22,4,SF,SF
2852,John Tumpane,1.23,20,ATL,ATL
2853,Eric Cooper,1.23,6,SD,SD
2854,Ramon De Jesus,1.23,13,COL,COL
2855,Eric Cooper,1.23,9,LAA,LAA
2856,Clint Vondrak,1.23,6,NYM,NYM
2857,Malachi Moore,1.23,9,MIL,MIL
2858,Lance Barksdale,1.24,24,DET,DET
